Korce,Albania,1
Gjirokaster,Albania,1
Elbasan,Albania,1
Burrel,Albania,1
Vlore,Albania,1
Tirana,Albania,1
Shkoder,Albania,1
Patos Fshat,Albania,1
Lushnje,Albania,1
Lezhe,Albania,1
Lac,Albania,1
Kucove,Albania,1
Kruje,Albania,1
Kavaje,Albania,1
Fier-Cifci,Albania,1
Fier,Albania,1
Durres,Albania,1
Berat,Albania,1
Kapan,Armenia,1
Goris,Armenia,1
Hats'Avan,Armenia,1
Artashat,Armenia,1
Ararat,Armenia,1
Yerevan,Armenia,1
Ejmiatsin,Armenia,1
Spitak,Armenia,1
Sevan,Armenia,1
Masis,Armenia,1
Vanadzor,Armenia,1
Gavarr,Armenia,1
Hrazdan,Armenia,1
Armavir,Armenia,1
Gyumri,Armenia,1
Ashtarak,Armenia,1
Abovyan,Armenia,1
Saurimo,Angola,1
Lucapa,Angola,1
Luau,Angola,1
Uige,Angola,1
Soio,Angola,1
Nzeto,Angola,1
N'Dalatando,Angola,1
Mbanza Congo,Angola,1
Malanje,Angola,1
Luanda,Angola,1
Caxito,Angola,1
Cabinda,Angola,1
Sumbe,Angola,1
Mocamedes,Angola,1
Menongue,Angola,1
Luena,Angola,1
Lubango,Angola,1
Longonjo,Angola,1
Lobito,Angola,1
Cuito,Angola,1
Huambo,Angola,1
Catumbela,Angola,1
Catabola,Angola,1
Camacupa,Angola,1
Caluquembe,Angola,1
Caala,Angola,1
Benguela,Angola,1
Zarate,Argentina,1
Villa Ocampo,Argentina,1
Villa Lugano,Argentina,1
Villaguay,Argentina,1
Villa Gesell,Argentina,1
Tigre,Argentina,1
Tandil,Argentina,1
San Vicente,Argentina,1
Santo Tome,Argentina,1
Santa Elena,Argentina,1
San Pedro,Argentina,1
San Luis Del Palmar,Argentina,1
San Lorenzo,Argentina,1
San Javier,Argentina,1
San Isidro,Argentina,1
Saladas,Argentina,1
Retiro,Argentina,1
Resistencia,Argentina,1
Reconquista,Argentina,1
Quilmes,Argentina,1
Puerto Rico,Argentina,1
Puerto Iguazu,Argentina,1
Puerto Esperanza,Argentina,1
Puerto Eldorado,Argentina,1
Posadas,Argentina,1
Pontevedra,Argentina,1
Pirane,Argentina,1
Paso De Los Libres,Argentina,1
Obera,Argentina,1
Necochea,Argentina,1
Moron,Argentina,1
Monte Caseros,Argentina,1
Montecarlo,Argentina,1
Mercedes,Argentina,1
Mercedes,Argentina,1
Mar Del Plata,Argentina,1
Lujan,Argentina,1
La Plata,Argentina,1
La Paz,Argentina,1
Jardin America,Argentina,1
Gualeguaychu,Argentina,1
Gualeguay,Argentina,1
Goya,Argentina,1
Gobernador Ingeniero Valentin Virasoro,Argentina,1
General Jose De San Martin,Argentina,1
Garupa,Argentina,1
Formosa,Argentina,1
Fontana,Argentina,1
Federal,Argentina,1
Esquina,Argentina,1
El Soberbio,Argentina,1
Dolores,Argentina,1
Curuzu Cuatia,Argentina,1
Corrientes,Argentina,1
Concordia,Argentina,1
Concepcion Del Uruguay,Argentina,1
Colegiales,Argentina,1
Chajari,Argentina,1
Campana,Argentina,1
Buenos Aires,Argentina,1
Barranqueras,Argentina,1
Azul,Argentina,1
Avellaneda,Argentina,1
Aristobulo Del Valle,Argentina,1
Zapala,Argentina,1
Yerba Buena,Argentina,1
Villa Regina,Argentina,1
Villa Paula De Sarmiento,Argentina,1
Villa Nueva,Argentina,1
Villa Maria,Argentina,1
Villa Dolores,Argentina,1
Villa Constitucion,Argentina,1
Villa Carlos Paz,Argentina,1
Villa Angela,Argentina,1
Villa Allende,Argentina,1
Viedma,Argentina,1
Victoria,Argentina,1
Vera,Argentina,1
Venado Tuerto,Argentina,1
Veinticinco De Mayo,Argentina,1
Ushuaia,Argentina,1
Unquillo,Argentina,1
Tres Isletas,Argentina,1
Tres Arroyos,Argentina,1
Trelew,Argentina,1
Termas De Rio Hondo,Argentina,1
Tartagal,Argentina,1
Tafi Viejo,Argentina,1
Sunchales,Argentina,1
Santo Tome,Argentina,1
Santiago Del Estero,Argentina,1
Santa Rosa,Argentina,1
Santa Lucia,Argentina,1
Santa Fe De La Vera Cruz,Argentina,1
San Salvador De Jujuy,Argentina,1
San Ramon De La Nueva Oran,Argentina,1
San Rafael,Argentina,1
San Pedro,Argentina,1
San Nicolas De Los Arroyos,Argentina,1
San Miguel De Tucuman,Argentina,1
San Martin De Los Andes,Argentina,1
San Martin,Argentina,1
San Luis,Argentina,1
San Justo,Argentina,1
San Juan,Argentina,1
San Jose De Jachal,Argentina,1
San Jorge,Argentina,1
San Francisco,Argentina,1
San Fernando Del Valle De Catamarca,Argentina,1
San Antonio Oeste,Argentina,1
Salta,Argentina,1
Rufino,Argentina,1
Rosario,Argentina,1
Rio Tercero,Argentina,1
Rio Segundo,Argentina,1
Rio Gallegos,Argentina,1
Rio Cuarto,Argentina,1
Rio Ceballos,Argentina,1
Rawson,Argentina,1
Rafaela,Argentina,1
Quitilipi,Argentina,1
Punta Alta,Argentina,1
Puerto Madryn,Argentina,1
Presidencia Roque Saenz Pena,Argentina,1
Pocito,Argentina,1
Plottier,Argentina,1
Pergamino,Argentina,1
Perez,Argentina,1
Parana,Argentina,1
Palpala,Argentina,1
Olavarria,Argentina,1
Nueve De Julio,Argentina,1
Neuquen,Argentina,1
Morteros,Argentina,1
Monteros,Argentina,1
Mendoza,Argentina,1
Marcos Juarez,Argentina,1
Machagai,Argentina,1
Lincoln,Argentina,1
Libertador General San Martin,Argentina,1
Las Brenas,Argentina,1
La Rioja,Argentina,1
La Falda,Argentina,1
La Calera,Argentina,1
Laboulaye,Argentina,1
Junin,Argentina,1
Joaquin V. Gonzalez,Argentina,1
Jesus Maria,Argentina,1
Granadero Baigorria,Argentina,1
Gobernador Galvez,Argentina,1
General Roca,Argentina,1
General Pinedo,Argentina,1
General Pico,Argentina,1
General Enrique Mosconi,Argentina,1
Galvez,Argentina,1
Firmat,Argentina,1
Famailla,Argentina,1
Esquel,Argentina,1
Esperanza,Argentina,1
Embarcacion,Argentina,1
Embalse,Argentina,1
El Bolson,Argentina,1
Diamante,Argentina,1
Dean Funes,Argentina,1
Cutral-Co,Argentina,1
Cruz Del Eje,Argentina,1
Crespo,Argentina,1
Cosquin,Argentina,1
Coronel Suarez,Argentina,1
Coronda,Argentina,1
Cordoba,Argentina,1
Comodoro Rivadavia,Argentina,1
Cipolletti,Argentina,1
Cinco Saltos,Argentina,1
Chivilcoy,Argentina,1
Chimbas,Argentina,1
Chilecito,Argentina,1
Charata,Argentina,1
Chacabuco,Argentina,1
Centenario,Argentina,1
Caucete,Argentina,1
Catriel,Argentina,1
Castelli,Argentina,1
Casilda,Argentina,1
Carcarana,Argentina,1
Capitan Bermudez,Argentina,1
Canada De Gomez,Argentina,1
Caleta Olivia,Argentina,1
Bell Ville,Argentina,1
Bella Vista,Argentina,1
Bahia Blanca,Argentina,1
Arroyo Seco,Argentina,1
Arroyito,Argentina,1
Anatuya,Argentina,1
Alta Gracia,Argentina,1
Allen,Argentina,1
Alderetes,Argentina,1
Albardon,Argentina,1
Aguilares,Argentina,1
Villa Santa Rita,Argentina,1
Villa Mercedes,Argentina,1
San Carlos De Bariloche,Argentina,1
Pago Pago,American Samoa,1
Wolfsberg,Austria,1
Wiener Neustadt,Austria,1
Vienna,Austria,1
Wels,Austria,1
Weinzierl Bei Krems,Austria,1
Villach,Austria,1
Traun,Austria,1
Traiskirchen,Austria,1
Ternitz,Austria,1
Steyr,Austria,1
Spittal An Der Drau,Austria,1
Schwechat,Austria,1
Sankt Polten,Austria,1
Salzburg,Austria,1
Saalfelden Am Steinernen Meer,Austria,1
Modling,Austria,1
Lustenau,Austria,1
Linz,Austria,1
Leonding,Austria,1
Leoben,Austria,1
Kufstein,Austria,1
Krems An Der Donau,Austria,1
Klosterneuburg,Austria,1
Klagenfurt Am Woerthersee,Austria,1
Kapfenberg,Austria,1
Innsbruck,Austria,1
Hallein,Austria,1
Graz,Austria,1
Feldkirch,Austria,1
Dornbirn,Austria,1
Bregenz,Austria,1
Braunau Am Inn,Austria,1
Baden,Austria,1
Amstetten,Austria,1
Ansfelden,Austria,1
Whyalla,Australia,1
Rockingham,Australia,1
Prospect,Australia,1
Port Hedland,Australia,1
Perth,Australia,1
Murray Bridge,Australia,1
Mount Isa,Australia,1
Morphett Vale,Australia,1
Mandurah,Australia,1
Kwinana,Australia,1
Kalgoorlie,Australia,1
Gosnells,Australia,1
Geraldton,Australia,1
Gawler,Australia,1
Fremantle,Australia,1
Darwin,Australia,1
Busselton,Australia,1
Bunbury,Australia,1
Armadale,Australia,1
Alice Springs,Australia,1
Albany,Australia,1
Adelaide,Australia,1
Woodridge,Australia,1
Wodonga,Australia,1
Warrnambool,Australia,1
Wangaratta,Australia,1
Wagga Wagga,Australia,1
Traralgon,Australia,1
Townsville,Australia,1
Toowoomba,Australia,1
Taree,Australia,1
Tamworth,Australia,1
Sydney,Australia,1
Surfers Paradise,Australia,1
Sunnybank,Australia,1
Sunbury,Australia,1
Port Stephens,Australia,1
Southport,Australia,1
South Grafton,Australia,1
Shepparton,Australia,1
Saint Kilda,Australia,1
Rockhampton,Australia,1
Richmond,Australia,1
Queanbeyan,Australia,1
Quakers Hill,Australia,1
Port Macquarie,Australia,1
Orange,Australia,1
Nowra,Australia,1
Newcastle,Australia,1
Nerang,Australia,1
Mulgrave,Australia,1
Mount Gambier,Australia,1
Mosman,Australia,1
Mornington,Australia,1
Morayfield,Australia,1
Moe,Australia,1
Mildura,Australia,1
Melton,Australia,1
Melbourne,Australia,1
Maryborough,Australia,1
Marrickville,Australia,1
Maroubra,Australia,1
Maitland,Australia,1
Mackay,Australia,1
Liverpool,Australia,1
Lismore,Australia,1
Launceston,Australia,1
Katoomba,Australia,1
Hornsby,Australia,1
Hobart,Australia,1
Griffith,Australia,1
Greensborough,Australia,1
Granville,Australia,1
Goulburn,Australia,1
Gold Coast,Australia,1
Gladstone,Australia,1
Geelong,Australia,1
Frankston East,Australia,1
Forster,Australia,1
Epping,Australia,1
Engadine,Australia,1
Echuca,Australia,1
Earlwood,Australia,1
Dubbo,Australia,1
Devonport,Australia,1
Deception Bay,Australia,1
Cronulla,Australia,1
Cranbourne,Australia,1
Craigieburn,Australia,1
Coffs Harbour,Australia,1
Wollongong,Australia,1
Cessnock,Australia,1
Castle Hill,Australia,1
Carlingford,Australia,1
Caringbah,Australia,1
Canberra,Australia,1
Camberwell,Australia,1
Caloundra,Australia,1
Cairns,Australia,1
Caboolture,Australia,1
Burnie,Australia,1
Bundaberg,Australia,1
Buderim,Australia,1
Brunswick,Australia,1
Broken Hill,Australia,1
Brisbane,Australia,1
Blacktown,Australia,1
Bendigo,Australia,1
Bathurst,Australia,1
Banora Point,Australia,1
Ballarat,Australia,1
Armidale,Australia,1
Albury,Australia,1
South Brisbane,Australia,1
Randwick,Australia,1
Dee Why,Australia,1
Palmerston,Australia,1
Bracken Ridge,Australia,1
North Ryde,Australia,1
Hoppers Crossing,Australia,1
Logan City,Australia,1
Carindale,Australia,1
Paramatta,Australia,1
Ferntree Gully,Australia,1
City Of Parramatta,Australia,1
Adelaide Hills,Australia,1
Canning Vale,Australia,1
Glenmore Park,Australia,1
Glen Iris,Australia,1
Balwyn North,Australia,1
Carnegie,Australia,1
Malvern East,Australia,1
Brighton East,Australia,1
Bentleigh East,Australia,1
Booval,Australia,1
St Albans,Australia,1
Endeavour Hills,Australia,1
Clayton,Australia,1
Robina,Australia,1
Oranjestad,Aruba,1
Babijn,Aruba,1
Angochi,Aruba,1
Mariehamn,Ax,1
Xankç?Ndi,Azerbaijan,1
Ahmadbayli,Azerbaijan,1
Shushi,Azerbaijan,1
Salyan,Azerbaijan,1
Saatli,Azerbaijan,1
Neftcala,Azerbaijan,1
Nakhchivan,Azerbaijan,1
Lç?Nkç?Ran,Azerbaijan,1
Imishli,Azerbaijan,1
Fizuli,Azerbaijan,1
Dzhalilabad,Azerbaijan,1
Pushkino,Azerbaijan,1
Beylé™Qan,Azerbaijan,1
Astara,Azerbaijan,1
Sirvan,Azerbaijan,1
Agdam,Azerbaijan,1
Zaqatala,Azerbaijan,1
Zabrat,Azerbaijan,1
Yevlakh,Azerbaijan,1
Yelenendorf,Azerbaijan,1
Xacmaz,Azerbaijan,1
Ujar,Azerbaijan,1
Terter,Azerbaijan,1
Sumqayit,Azerbaijan,1
Qaracuxur,Azerbaijan,1
Shamkhor,Azerbaijan,1
Shamakhi,Azerbaijan,1
Sheki,Azerbaijan,1
Sabuncu,Azerbaijan,1
Sabirabad,Azerbaijan,1
Qusar,Azerbaijan,1
Quba,Azerbaijan,1
Haciqabul,Azerbaijan,1
Qazax,Azerbaijan,1
Haci Zeynalabdin,Azerbaijan,1
Mingelchaur,Azerbaijan,1
Mastaga,Azerbaijan,1
Mardakyany,Azerbaijan,1
Lokbatan,Azerbaijan,1
Kyurdarmir,Azerbaijan,1
Khirdalan,Azerbaijan,1
Yeni Suraxani,Azerbaijan,1
Geoktschai,Azerbaijan,1
Hovsan,Azerbaijan,1
Ganja,Azerbaijan,1
Divichibazar,Azerbaijan,1
Buzovna,Azerbaijan,1
Biny Selo,Azerbaijan,1
Barda,Azerbaijan,1
Bilajari,Azerbaijan,1
Baku,Azerbaijan,1
Amirdzhan,Azerbaijan,1
Aghsu,Azerbaijan,1
Agdas,Azerbaijan,1
Agdzhabedy,Azerbaijan,1
Bakixanov,Azerbaijan,1
Zenica,BosniaandHerzegovina,1
Visoko,BosniaandHerzegovina,1
Velika Kladusa,BosniaandHerzegovina,1
Tuzla,BosniaandHerzegovina,1
Trebinje,BosniaandHerzegovina,1
Travnik,BosniaandHerzegovina,1
Sarajevo,BosniaandHerzegovina,1
Prijedor,BosniaandHerzegovina,1
Mostar,BosniaandHerzegovina,1
Gradacac,BosniaandHerzegovina,1
Gracanica,BosniaandHerzegovina,1
Gorazde,BosniaandHerzegovina,1
Doboj,BosniaandHerzegovina,1
Cazin,BosniaandHerzegovina,1
Bugojno,BosniaandHerzegovina,1
Brcko,BosniaandHerzegovina,1
Bosanska Krupa,BosniaandHerzegovina,1
Bijeljina,BosniaandHerzegovina,1
Bihac,BosniaandHerzegovina,1
Banja Luka,BosniaandHerzegovina,1
Konjic,BosniaandHerzegovina,1
Bridgetown,Barbados,1
Thakurgaon,Bangladesh,1
Teknaf,Bangladesh,1
Tungi,Bangladesh,1
Sylhet,Bangladesh,1
Dohar,Bangladesh,1
Jamalpur,Bangladesh,1
Shibganj,Bangladesh,1
Satkhira,Bangladesh,1
Sirajganj,Bangladesh,1
Netrakona,Bangladesh,1
Narsingdi,Bangladesh,1
Sandwip,Bangladesh,1
Shahzadpur,Bangladesh,1
Ramganj,Bangladesh,1
Rajshahi,Bangladesh,1
Pirojpur,Bangladesh,1
Panchagarh,Bangladesh,1
Patiya,Bangladesh,1
Parbatipur,Bangladesh,1
Narayanganj,Bangladesh,1
Nalchiti,Bangladesh,1
Nagarpur,Bangladesh,1
Nageswari,Bangladesh,1
Mymensingh,Bangladesh,1
Muktagacha,Bangladesh,1
Mirzapur,Bangladesh,1
Maulavi Bazar,Bangladesh,1
Morrelgonj,Bangladesh,1
Mehendiganj,Bangladesh,1
Mathba,Bangladesh,1
Lalmanirhat,Bangladesh,1
Laksham,Bangladesh,1
Comilla,Bangladesh,1
Rangpur,Bangladesh,1
Kushtia,Bangladesh,1
Kaliganj,Bangladesh,1
Jhingergacha,Bangladesh,1
Joypur Hat,Bangladesh,1
Ishurdi,Bangladesh,1
Habiganj,Bangladesh,1
Gaurnadi,Bangladesh,1
Gafargaon,Bangladesh,1
Feni,Bangladesh,1
Raipur,Bangladesh,1
Sarankhola,Bangladesh,1
Dhaka,Bangladesh,1
Chilmari,Bangladesh,1
Chhagalnaiya,Bangladesh,1
Lalmohan,Bangladesh,1
Khagrachhari,Bangladesh,1
Chhatak,Bangladesh,1
Bhatpara Abhaynagar,Bangladesh,1
Bheramara,Bangladesh,1
Bhairab Bazar,Bangladesh,1
Bandarban,Bangladesh,1
Kalia,Bangladesh,1
Baniachang,Bangladesh,1
Bajitpur,Bangladesh,1
Badarganj,Bangladesh,1
Narail,Bangladesh,1
Tungipara,Bangladesh,1
Sarishabari,Bangladesh,1
Sakhipur,Bangladesh,1
Raojan,Bangladesh,1
Phultala,Bangladesh,1
Palang,Bangladesh,1
Par Naogaon,Bangladesh,1
Nabinagar,Bangladesh,1
Lakshmipur,Bangladesh,1
Kesabpur,Bangladesh,1
Hajiganj,Bangladesh,1
Faridpur,Bangladesh,1
Dinajpur,Bangladesh,1
Uttar Char Fasson,Bangladesh,1
Chittagong,Bangladesh,1
Char Bhadrasan,Bangladesh,1
Bera,Bangladesh,1
Burhanuddin,Bangladesh,1
Satkania,Bangladesh,1
Cox'S Bazar,Bangladesh,1
Khulna,Bangladesh,1
Bhola,Bangladesh,1
Barisal,Bangladesh,1
Jessore,Bangladesh,1
Pabna,Bangladesh,1
Tangail,Bangladesh,1
Bogra,Bangladesh,1
Pirgaaj,Bangladesh,1
Nawabganj,Bangladesh,1
Madaripur,Bangladesh,1
Sherpur,Bangladesh,1
Kishorganj,Bangladesh,1
Manikchari,Bangladesh,1
Bhandaria,Bangladesh,1
Fatikchari,Bangladesh,1
Saidpur,Bangladesh,1
Zwijndrecht,Belgium,1
Zwevegem,Belgium,1
Zottegem,Belgium,1
Zonhoven,Belgium,1
Zoersel,Belgium,1
Zemst,Belgium,1
Zele,Belgium,1
Zedelgem,Belgium,1
Zaventem,Belgium,1
Wuustwezel,Belgium,1
Willebroek,Belgium,1
Wevelgem,Belgium,1
Wetteren,Belgium,1
Westerlo,Belgium,1
Wervik,Belgium,1
Wavre,Belgium,1
Waterloo,Belgium,1
Waregem,Belgium,1
Walcourt,Belgium,1
Vise,Belgium,1
Vilvoorde,Belgium,1
Verviers,Belgium,1
Turnhout,Belgium,1
Tubize,Belgium,1
Tournai,Belgium,1
Torhout,Belgium,1
Tongeren,Belgium,1
Tienen,Belgium,1
Tielt,Belgium,1
Tessenderlo,Belgium,1
Tervuren,Belgium,1
Temse,Belgium,1
Stekene,Belgium,1
Stabroek,Belgium,1
Soumagne,Belgium,1
Soignies,Belgium,1
Sint-Truiden,Belgium,1
Sint-Pieters-Leeuw,Belgium,1
Sint-Niklaas,Belgium,1
Sint-Kruis,Belgium,1
Sint-Katelijne-Waver,Belgium,1
Sint-Gillis-Waas,Belgium,1
Sint-Genesius-Rode,Belgium,1
Seraing,Belgium,1
Schoten,Belgium,1
Schilde,Belgium,1
Saint-Nicolas,Belgium,1
Saint-Ghislain,Belgium,1
Rotselaar,Belgium,1
Ronse,Belgium,1
Roeselare,Belgium,1
Rixensart,Belgium,1
Riemst,Belgium,1
Ranst,Belgium,1
Quaregnon,Belgium,1
Puurs,Belgium,1
Putte,Belgium,1
Poperinge,Belgium,1
Pont-A-Celles,Belgium,1
Peruwelz,Belgium,1
Peer,Belgium,1
Overijse,Belgium,1
Oupeye,Belgium,1
Oudenaarde,Belgium,1
Oostkamp,Belgium,1
Oostende,Belgium,1
Nivelles,Belgium,1
Ninove,Belgium,1
Nijlen,Belgium,1
Neerpelt,Belgium,1
Namur,Belgium,1
Mouscron,Belgium,1
Mortsel,Belgium,1
Morlanwelz-Mariemont,Belgium,1
Mons,Belgium,1
Mol,Belgium,1
Middelkerke,Belgium,1
Merelbeke,Belgium,1
Menen,Belgium,1
Meise,Belgium,1
Mechelen,Belgium,1
Marche-En-Famenne,Belgium,1
Manage,Belgium,1
Maldegem,Belgium,1
Maasmechelen,Belgium,1
Maaseik,Belgium,1
Louvain-La-Neuve,Belgium,1
Londerzeel,Belgium,1
Lommel,Belgium,1
Lokeren,Belgium,1
Lochristi,Belgium,1
Lille,Belgium,1
Lier,Belgium,1
Liege,Belgium,1
Leuven,Belgium,1
Lessines,Belgium,1
Lede,Belgium,1
Lebbeke,Belgium,1
Lanaken,Belgium,1
La Louviere,Belgium,1
Kortrijk,Belgium,1
Kortenberg,Belgium,1
Kontich,Belgium,1
Koksijde,Belgium,1
Knokke-Heist,Belgium,1
Kasterlee,Belgium,1
Kapellen,Belgium,1
Kalmthout,Belgium,1
Izegem,Belgium,1
Ieper,Belgium,1
Huy,Belgium,1
Houthalen,Belgium,1
Hoogstraten,Belgium,1
Hoboken,Belgium,1
Heusden,Belgium,1
Herzele,Belgium,1
Herve,Belgium,1
Herstal,Belgium,1
Herentals,Belgium,1
Herent,Belgium,1
Helchteren,Belgium,1
Heist-Op-Den-Berg,Belgium,1
Hasselt,Belgium,1
Harelbeke,Belgium,1
Hamme,Belgium,1
Halle,Belgium,1
Haaltert,Belgium,1
Grimbergen,Belgium,1
Geraardsbergen,Belgium,1
Gent,Belgium,1
Genk,Belgium,1
Gembloux,Belgium,1
Geel,Belgium,1
Frameries,Belgium,1
Fleurus,Belgium,1
Fleron,Belgium,1
Flemalle-Haute,Belgium,1
Evergem,Belgium,1
Eupen,Belgium,1
Essen,Belgium,1
Eeklo,Belgium,1
Edegem,Belgium,1
Duffel,Belgium,1
Dour,Belgium,1
Dilbeek,Belgium,1
Diksmuide,Belgium,1
Diest,Belgium,1
Diepenbeek,Belgium,1
Destelbergen,Belgium,1
Dendermonde,Belgium,1
Denderleeuw,Belgium,1
Deinze,Belgium,1
Courcelles,Belgium,1
Colfontaine,Belgium,1
Chaudfontaine,Belgium,1
Chatelet,Belgium,1
Chasse Royale,Belgium,1
Charleroi,Belgium,1
Brussels,Belgium,1
Brugge,Belgium,1
Brecht,Belgium,1
Brasschaat,Belgium,1
Braine-Le-Comte,Belgium,1
Braine-L'Alleud,Belgium,1
Boussu,Belgium,1
Bornem,Belgium,1
Boom,Belgium,1
Blankenberge,Belgium,1
Binche,Belgium,1
Bilzen,Belgium,1
Beveren,Belgium,1
Beringen,Belgium,1
Beersel,Belgium,1
Beerse,Belgium,1
Balen,Belgium,1
Ath,Belgium,1
Asse,Belgium,1
Arlon,Belgium,1
Antwerpen,Belgium,1
Ans,Belgium,1
Andenne,Belgium,1
Aarschot,Belgium,1
Aalter,Belgium,1
Aalst,Belgium,1
Zorgo,BurkinaFaso,1
Yako,BurkinaFaso,1
Tougan,BurkinaFaso,1
Titao,BurkinaFaso,1
Tenkodogo,BurkinaFaso,1
Reo,BurkinaFaso,1
Po,BurkinaFaso,1
Ouahigouya,BurkinaFaso,1
Ouagadougou,BurkinaFaso,1
Nouna,BurkinaFaso,1
Manga,BurkinaFaso,1
Leo,BurkinaFaso,1
Koupela,BurkinaFaso,1
Koudougou,BurkinaFaso,1
Kongoussi,BurkinaFaso,1
Kombissiri,BurkinaFaso,1
Kokologo,BurkinaFaso,1
Kaya,BurkinaFaso,1
Hounde,BurkinaFaso,1
Gourcy,BurkinaFaso,1
Garango,BurkinaFaso,1
Fada N'Gourma,BurkinaFaso,1
Dori,BurkinaFaso,1
Djibo,BurkinaFaso,1
Diapaga,BurkinaFaso,1
Dedougou,BurkinaFaso,1
Bousse,BurkinaFaso,1
Boulsa,BurkinaFaso,1
Bobo-Dioulasso,BurkinaFaso,1
Banfora,BurkinaFaso,1
Gaoua,BurkinaFaso,1
Orodara,BurkinaFaso,1
Yambol,Bulgaria,1
Vratsa,Bulgaria,1
Vidin,Bulgaria,1
Velingrad,Bulgaria,1
Veliko Turnovo,Bulgaria,1
Varna,Bulgaria,1
Targovishte,Bulgaria,1
Troyan,Bulgaria,1
Dobrich,Bulgaria,1
Svishtov,Bulgaria,1
Svilengrad,Bulgaria,1
Stara Zagora,Bulgaria,1
Dupnitsa,Bulgaria,1
Sofia,Bulgaria,1
Smolyan,Bulgaria,1
Sliven,Bulgaria,1
Silistra,Bulgaria,1
Shumen,Bulgaria,1
Sevlievo,Bulgaria,1
Sandanski,Bulgaria,1
Samokov,Bulgaria,1
Ruse,Bulgaria,1
Razgrad,Bulgaria,1
Rakovski,Bulgaria,1
Popovo,Bulgaria,1
Plovdiv,Bulgaria,1
Pleven,Bulgaria,1
Petrich,Bulgaria,1
Peshtera,Bulgaria,1
Pernik,Bulgaria,1
Pazardzhik,Bulgaria,1
Panagyurishte,Bulgaria,1
Nova Zagora,Bulgaria,1
Montana,Bulgaria,1
Lovech,Bulgaria,1
Lom,Bulgaria,1
Kyustendil,Bulgaria,1
Kurdzhali,Bulgaria,1
Haskovo,Bulgaria,1
Kharmanli,Bulgaria,1
Kazanluk,Bulgaria,1
Karnobat,Bulgaria,1
Karlovo,Bulgaria,1
Gotse Delchev,Bulgaria,1
Gorna Oryakhovitsa,Bulgaria,1
Gabrovo,Bulgaria,1
Dimitrovgrad,Bulgaria,1
Chirpan,Bulgaria,1
Cherven Bryag,Bulgaria,1
Burgas,Bulgaria,1
Botevgrad,Bulgaria,1
Blagoevgrad,Bulgaria,1
Berkovitsa,Bulgaria,1
Aytos,Bulgaria,1
Asenovgrad,Bulgaria,1
Sitrah,Bahrain,1
Madinat `Isa,Bahrain,1
Jidd Hafs,Bahrain,1
Madinat Hamad,Bahrain,1
Dar Kulayb,Bahrain,1
Al Muharraq,Bahrain,1
Manama,Bahrain,1
Ar Rifa',Bahrain,1
Makamba,Burundi,1
Bururi,Burundi,1
Bujumbura,Burundi,1
Muramvya,Burundi,1
Gitega,Burundi,1
Ruyigi,Burundi,1
Ngozi,Burundi,1
Kayanza,Burundi,1
Muyinga,Burundi,1
Rutana,Burundi,1
Tchaourou,Benin,1
Tanguieta,Benin,1
Save,Benin,1
Savalou,Benin,1
Sakete,Benin,1
Porto-Novo,Benin,1
Pobe,Benin,1
Parakou,Benin,1
Ouidah,Benin,1
Nikki,Benin,1
Natitingou,Benin,1
Malanville,Benin,1
